year,faculty_name,department_name,pure_id,wos_id,doi,issued,doctype,language,title,abstract,keywords,subjects
2013,Erasmus School of Health Policy & Management,Health Economics (HE),26197212,WOS:000325467800005,10.1016/j.jval.2013.06.008,2013-09-01,Article,English,Current Methodological Issues in the Economic Assessment of Personalized Medicine,"There is a need for methodological scrutiny in the economic assessment of personalized medicine. In this article, we present a list of 10 specific issues that we argue pose specific methodological challenges that require careful consideration when designing and conducting robust model-based economic evaluations in the context of personalized medicine. Key issues are related to the correct framing of the research question, interpretation of test results, data collection of medical management options after obtaining test results, and expressing the value of tests. the need to formulate the research question clearly and be explicit and specific about the technology being evaluated is essential because various test kits can have the same purpose and yet differ in predictive value, costs, and relevance to practice and patient populations. The correct reporting of sensitivity/specificity, and especially the false negatives and false positives (which are population dependent), of the investigated tests is also considered as a key element. This requires additional structural complexity to establish the relationship between the test result and the consecutive treatment changes and outcomes. This process involves translating the test characteristics into clinical utility, and therefore outlining the clinical and economic consequences of true and false positives and true and false negatives. Information on treatment patterns and on their costs and outcomes, however, is often lacking, especially for false-positive and false-negative test results. The analysis can even become very complex if different tests are combined or sequentially used This potential complexity can be handled by explicitly showing how these tests are going to be used in practice and then working with the combined sensitivities and specificities of the tests. Each of these issues leads to a higher degree of uncertainty in economic models designed to assess the added value of personalized medicine compared with their simple pharmaceutical counterparts. To some extent, these problems can be overcome by performing early population-level simulations, which can lead to the identification and collection of data on critical input parameters. Finally, it is important to understand that a test strategy does not necessarily lead to more quality-adjusted life-years (QALYs). it is possible that the test will lead to not only fewer QALYs but also fewer costs, which can be defined as ""decremental"" cost per QALYs. Different decision criteria are needed to interpret such results.",personalized medicine,Health Care Sciences & Services
2013,Erasmus School of Health Policy & Management,Health Economics (HE),26156174,WOS:000323739500005,10.1007/s40273-013-0074-1,2013-09-01,Article,English,Unravelling Drug Reimbursement Outcomes: A Comparative Study of the Role of Pharmacoeconomic Evidence in Dutch and Swedish Reimbursement Decision Making,"Both countries publish drug reimbursement information. Therapeutic value appears to be the most decisive criterion; the relative importance of full economic evaluations is more modest than would generally be expected, especially in The Netherlands. Although the assessment process is reasonably transparent, both countries could make the appraisal process more transparent by more explicitly showing the actual role of each different (societal) criterion in their decision making.",,Pharmacology & Pharmacy
2013,Erasmus School of Health Policy & Management,Health Economics (HE),26203910,WOS:000326364800007,10.1016/j.healthpol.2013.05.018,2013-09-01,Article,English,Measuring the affordability of medicines: Importance and challenges,"The issue of affordability of health care services remains high on the (health) policy agenda. Determining whether health care services are affordable is complex, however, as the concept 'affordability' is inherently normative. With a focus on measuring affordability in low- and middle-income countries, we discuss different methods used to operationalize this concept. Using the example of medicine purchases in Indonesia, we show the choice of method and threshold to have a significant impact on outcomes. We argue it is important to further standardize methods and appropriate threshold use in applied research to increase comparability of results and to facilitate sound assessments of affordability. (C) 2013 The Authors. Published by Elsevier Ireland Ltd. All rights reserved.",Thresholds,Health Care Sciences & Services
2013,Erasmus School of Health Policy & Management,Health Economics (HE),26163362,WOS:000323307200001,10.1186/1750-1172-8-124,2013-08-16,Review,English,Systematic review of available evidence on 11 high-priced inpatient orphan drugs,"Conclusions: Despite the often heard claim that RCTs are not feasible for orphan drugs, we found that an RCT was available in 60% of orphan drugs investigated. Cost-effectiveness and budget impact analyses for orphan drugs are seldom published.",Budget impact,Research & Experimental Medicine
2013,Erasmus School of Health Policy & Management,Health Economics (HE),26197282,WOS:000322249900007,10.1007/s40273-013-0061-6,2013-08-01,Article,English,Real-World Cost-Effectiveness of Oxaliplatin in Stage III Colon Cancer: A Synthesis of Clinical Trial and Daily Practice Evidence,The ICERs of the different scenarios that resulted from combining MOSAIC trial data with data from Dutch daily practice all suggest that FL + oxaliplatin is cost-effective versus FL alone in the adjuvant treatment of colon cancer. This article illustrates how one could design and implement a real-world cost-effectiveness study to yield internally valid results that could also be generalisable.,,Pharmacology & Pharmacy
2013,Erasmus School of Health Policy & Management,Health Care Governance (HCG),26208187,WOS:000324282600011,10.1016/j.healthpol.2013.05.001,2013-08-01,Review,English,"Unannounced, compared with announced inspections: A systematic review and exploratory study in nursing homes","Politicians and regulators have high expectations of unannounced inspections. Unannounced inspections, unlike announced ones, would, they believe, lead to a clearer insight into the risks and a reduction of the regulatory burden. In order to verify these assumptions, a systematic review of the scientific literature and an exploratory study were conducted. In the systematic review only three relevant articles were found concerned with research into the difference between unannounced and announced inspections. In the exploratory study, Dutch nursing homes were inspected, unannounced, and later announced, in order to compare the risks detected during the inspections. It is concluded that unannounced inspections did not reveal more or different risks, but provided a better insight into the quality of care delivered. Announced inspections are the best option for the assessment both of the organization and of its preconditions for good care. Evidence was found that an unannounced inspection leads to a reduction of the regulatory burden. (C) 2013 Elsevier Ireland Ltd. All rights reserved.",Unannounced,Health Care Sciences & Services
2013,Erasmus School of Health Policy & Management,Health Systems and Insurance (HSI),26124918,WOS:000323228500015,10.1097/MLR.0b013e3182992bc1,2013-08-01,Article,English,"Profiling Individual Physicians Using Administrative Data From a Single Insurer Variance Components, Reliability, and Implications for Performance Improvement Efforts",Conclusions: Reliable measurement of individual physicians' performance using single-purchaser data is challenging. For most measures reliability was insufficient to allow for high-stakes applications or even any application of profiling. Future research should continue to explore methods for enhancing the reliability of individual physicians' profiles.,reliability,"Public, Environmental & Occupational Health"
2013,Erasmus School of Health Policy & Management,Health Economics (HE),26156445,WOS:000322249900008,10.1007/s40273-013-0067-0,2013-08-01,Article,English,A Choice That Matters? Simulation Study on the Impact of Direct Meta-Analysis Methods on Health Economic Outcomes,"FFE, FRE and BFE lead to comparable HE outcomes. BRE tends to overestimate uncertainty. Based on this study, we recommend FRE as the preferred method of meta-analysis.",,Pharmacology & Pharmacy
2012,Erasmus School of Health Policy & Management,Law & Health Care (LHC),26033297,WOS:000321128900022,10.1007/s11019-012-9445-1,2013-08-01,Article,English,Conundrums in the legal protection of migrant workers' health rights and relative resolutions: implications from the case of Tseng Hei-tao,"The deteriorating situation of migrant workers' health rights protection was once again highlighted in the case of Tseng Hei-tao. This case explicitly and implicitly showed that four conundrums-the Employment Restriction Conundrum, the Occupational Safety and Health (OSH) Legal Conundrum, the Morality Conundrum and the Identity Conundrum-are barriers to migrant workers' right protection. The health rights of migrant workers could be safeguarded by abolishing the outdated household registration system designed in the planned economy era, improving the rule of law, and strengthening administrative supervisions. This would fundamentally remove these barriers and thus contribute to migrant workers' health rights protection.",Conundrums,History & Philosophy of Science
2013,Erasmus School of Health Policy & Management,Health Care Governance (HCG),26163552,WOS:000324282600004,10.1016/j.healthpol.2013.05.004,2013-08-01,Article,English,The emerging EU quality of care policy: From sharing information to enforcement,"Despite the fact that Member States and many citizens of the EU like to keep healthcare a foremost national competence and the EU treaties state that Member States remain primarily responsible for the organization and delivery of health care services, the European Union (EU) has expanded its involvement in healthcare policy over the last twenty years. Based on interviews and document and literature analysis we show that the scope of EU involvement has widened from public health and access to care, to quality of care. In this paper we concentrate on the latter. Focusing on the recent EU initiatives regarding the quality systems of the Member States and the quality of services, this paper shows how the depth of EU interference has increased from sharing information to standardization and even to the first signs of enforcement. We argue that at this stage, reflection on the feasibility and desirability of the EU's involvement is clearly needed, also considering the differences in quality of care policies between and within EU Member States. Both arguments in favour and against further EU involvement are discussed in this paper. (C) 2013 Elsevier Ireland Ltd. All rights reserved.",Healthcare,Health Care Sciences & Services
2013,Erasmus School of Health Policy & Management,Socio-Medical Sciences (SMS),26122234,WOS:000321266000031,10.1007/s11205-012-0110-0,2013-08-01,Article,English,The Importance of General Self-Efficacy for the Quality of Life of Adolescents with Chronic Conditions,"We investigated the influence of general self-efficacy perceived by adolescents with chronic conditions and parents on quality of life. This cross-sectional study used the general self-efficacy scale and DISABKIDS condition-generic module to survey adolescents (92/293; 31 %) with type I diabetes, juvenile rheumatoid arthritis, cystic fibrosis, kidney/urological conditions, and neuromuscular disorders; and parents (121/293; 41 %). Self perceived and parents' perceived general self-efficacy of adolescents was compared using paired t-tests, and adolescents' quality of life and general self-efficacy were compared among conditions using analysis of variance. Bivariate correlations between general self-efficacy and quality of life were identified, and multiple regression sought predictors of quality of life after controlling for background variables. Social quality of life was lowest among those with neuromuscular disorders. General self-efficacy was highest among adolescents with cystic fibrosis and lowest among those with urological conditions. Parents' perceptions of general self-efficacy were higher than adolescents' (p a parts per thousand currency sign 0.05), although absolute differences were small. General self-efficacy perceived by parents and adolescents was related to emotional, physical, and social quality of life. Adolescents' perceived self-efficacy predicted all quality of life domains. Parents' perceptions of the adolescents self-efficacy predicted the adolescents' social quality of life (beta = 0.19; p a parts per thousand currency sign 0.01). General self-efficacy of adolescents with chronic conditions as perceived by themselves and their parents is important for adolescents' quality of life. Interventions to improve general self-efficacy should benefit quality of life among these adolescents.",Parent,Sociology
2013,Erasmus School of Health Policy & Management,Health Economics (HE),26191830,WOS:000327813000006,10.1177/0272989X13482524,2013-08-01,Article,English,US Valuation of the SF-6D,"Background. The original SF-6D valuation study collected 3503 standard gambled responses from 611 UK respondents to predict quality-adjusted life year (QALY) values. Methods. Using 19,980 paired comparison responses from 666 US respondents and a stacked probit model, the 25 coefficients of the original SF-6D multiattribute utility (MAU) regression were estimated, such that each coefficient represents a QALY decrement. The US QALY predictions were compared with UK predictions using 8428 SF-6D states in the US Medicare Health Outcomes Survey (MHOS), 1998 to 2003. Results. Twenty-two of the 25 decrements in the SF-6D MAU regression are statistically significant. The remaining decrements are insignificant based on US and UK results. The US and UK QALY predictions for the MHOS SF-6D states are remarkably similar given differences in experimental design, format, and sampling (Lin's coefficient of agreement, 0.941; absolute mean difference, 0.043). Limitations. The underlying theoretical framework for the study design and econometric analysis builds from the episodic random utility model and the concept of QALYs and inherits their limitations. Conclusions. This study enhances the potential for US comparative effectiveness research by translating SF-6D states into US QALYs as well as improves upon discrete choice experiment design and econometric methods for health valuation.",statistical methods,Medical Informatics
2013,Erasmus School of Health Policy & Management,Health Economics (HE),26135928,WOS:000327813000005,10.1177/0272989X13476763,2013-08-01,Article,English,Development of a Framework for Cohort Simulation in Cost-Effectiveness Analyses Using a Multistep Ordinary Differential Equation Solver Algorithm in R,"Introduction. Dynamic processes in cost-effectiveness analysis (CEA) are typically described using cohort simulations, which can be implemented as Markov models, or alternatively using systems of ordinary differential equations (ODEs). In the field of CEA, simple and potentially inaccurate single-step algorithms are commonly used for solving ODEs, which can potentially induce bias, especially if an incorrect step size is used. The aims of this project were 1) to implement and demonstrate the use of a modern and well-established hybrid linear multistep ODE solver algorithm (LSODA) in the context of CEA using the statistical scripting language R and 2) to quantify bias in outcome for a case example CEA as generated by a commonly used single-step ODE solver algorithm. Methods. A previously published CEA comparing the adjuvant breast cancer therapies anastrozole and tamoxifen was used as a case example to implement the computational framework. A commonly used single-step algorithm was compared with the proposed multistep algorithm to quantify bias in the single-step method. Results. A framework implementing the multistep ODE solver LSODA was successfully developed. When a single-step ODE solver with step size of 1 year was used, incremental life-years gained was underestimated by 0.016 years (5.6% relative error, RE) and 158 pound (6.8% RE) compared with the multistep method. Conclusion. The framework was found suitable for the conduct of CEAs. We demonstrated how the use of single-step algorithms with insufficiently small step sizes causes unnecessary bias in outcomes measures of CEAs. Scripting languages such as R can further improve transparency, reproducibility, and overall integrity in the field of health economics.",tamoxifen,Medical Informatics
2013,Erasmus School of Health Policy & Management,Health Economics (HE),26125508,WOS:000322631700012,10.1016/j.jaci.2013.03.013,2013-08-01,Article,English,Real-life compliance and persistence among users of subcutaneous and sublingual allergen immunotherapy,"Conclusion: Real-life persistence is better in SCIT users than in SLIT users, although it is low overall. There is an urgent need for further identification of potential barriers and measures that will enhance persistence and compliance.",cost,Immunology
2013,Erasmus School of Health Policy & Management,Health Economics (HE),26125953,WOS:000321448200001,10.1186/1471-2466-13-40,2013-07-03,Review,English,The health economic impact of disease management programs for COPD: a systematic literature review and meta-analysis,"Conclusions: COPD-DM programs were found to have favourable effects on both health outcomes and costs, but there is considerable heterogeneity depending on patient-, intervention-, and study-characteristics.",Economic evaluation,Respiratory System
2013,Erasmus School of Health Policy & Management,Health Economics (HE),26191981,WOS:000322526100002,10.1007/s10198-013-0503-2,2013-07-01,Article,English,Introducing the composite time trade-off: a test of feasibility and face validity,"Face validity was confirmed by the high mean values for the mild health states (> 0.90) and low mean values for the severe states (< 0.42). In conclusion, this study demonstrates the feasibility and face validity of the composite TTO in a face-to-face standardized computer-assisted interview setting.",Health-related quality of life,Health Care Sciences & Services
2013,Erasmus School of Health Policy & Management,Health Economics (HE),26125109,WOS:000322526100006,10.1007/s10198-013-0507-y,2013-07-01,Article,English,Time to tweak the TTO: results from a comparison of alternative specifications of the TTO,"This article examines the effect that different specifications of the time trade-off (TTO) valuation task may have on values for EQ-5D-5L health states. The new variants of the TTO, namely lead-time TTO and lag-time TTO, along with the classic approach to TTO were compared using two durations for the health states (15 and 20 years). The study tested whether these methods yield comparable health-state values. TTO tasks were administered online. It was found that lag-time TTO produced lower values than lead-time TTO and that the difference was larger in the longer time frame. Classic TTO values most resembled those of the lag-time TTO in a 20-year time frame in terms of mean absolute difference. The relative importance of different domains of health was systematically affected by the duration of the health state. In the tasks with a 10-year health-state duration, anxiety/depression had the largest negative impact on health-state values; in the tasks with a 5-year duration, the pain/discomfort domain had the largest negative impact.",Health-state preferences,Health Care Sciences & Services
2013,Erasmus School of Health Policy & Management,Health Economics (HE),26192109,WOS:000322526100005,10.1007/s10198-013-0511-2,2013-07-01,Article,English,Dealing with the health state 'dead' when using discrete choice experiments to obtain values for EQ-5D-5L heath states,The incorporation of the state 'dead' in the DC models produces results in concordance with DC models that do not include 'dead'.,EuroQol Group,Health Care Sciences & Services
2013,Erasmus School of Health Policy & Management,Health Economics (HE),26191919,WOS:000322526100003,10.1007/s10198-013-0504-1,2013-07-01,Article,English,The effects of lead time and visual aids in TTO valuation: a study of the EQ-VT framework,Different lead-time time trade-off variants should be carefully studied in order to achieve the best measurement of health-state values using this new method.,Time trade-off,Health Care Sciences & Services
2013,Erasmus School of Health Policy & Management,Health Economics (HE),26126027,WOS:000321904200010,10.1017/S0266462313000202,2013-07-01,Article,English,BROADER ECONOMIC EVALUATION OF DISEASE MANAGEMENT PROGRAMS USING MULTI-CRITERIA DECISION ANALYSIS,Conclusions: We call for a comprehensive economic evaluation of DMPs that is not just based on a single criterion but takes into account multiple relevant criteria simultaneously. The framework we presented here is a step towards standardising such an evaluation.,chronic disease,Medical Informatics
2012,Erasmus School of Health Policy & Management,Health Economics (HE),26199657,WOS:000322437700008,10.1016/j.jen.2011.09.024,2013-07-01,Article,English,EVALUATION OF A FLEXIBLE ACUTE ADMISSION UNIT: EFFECTS ON TRANSFERS TO OTHER HOSPITALS AND PATIENT THROUGHPUT TIMES,"Conclusions: The FAAU reduced the number of transfers of admitted patients to other hospitals. The increase in LOS for special care patients and non-admitted patients was not observed for regular, FAAU-admissible patients. Flexible bed management might be useful in preventing overcrowding.",Hospital,Nursing
2013,Erasmus School of Health Policy & Management,Health Economics (HE),26126241,WOS:000325466600006,10.1016/j.jval.2013.03.1624,2013-07-01,Article,English,Compensation Mechanisms for Lost Productivity: A Comparison between Four European Countries,"Objective: Productivity costs are usually estimated by multiplying the wage with the period absent. This can lead to an overestimation if compensation mechanisms occur. Until now only Dutch data are available on the influence of compensation mechanisms on lost productivity, but between-country differences in frequency and type of compensation mechanisms can be expected. The objective of this study was to understand whether compensation mechanisms for days absent from paid work differ in type and frequency across countries and to explore whether this would result in between-country differences in relevant lost productivity. Methods: Data from a cross-sectional survey among respondents with rheumatic disorders from four countries were the basis for this study. Analyses focused on respondents with paid employment who reported absence in the last 3 months. The different compensation mechanisms are described and the resulting lost productivity in terms of days absent was calculated with and without taking compensation mechanisms into account. Logistic regression analyses were performed to examine which variables influence compensation mechanisms leading to relevant lost productivity. Results: The results indicate that compensation mechanisms occur and are relevant in all four countries. Between-country differences in the type and frequency of compensation mechanisms and relevant lost productivity were observed. The logistic regression analyses indicate that, correcting for other variables, this is also the case for the use of compensation mechanisms leading to relevant lost productivity. Conclusions: Between-country differences in compensation mechanisms in case of absenteeism exist and could vary to such an extent that foreign relevant lost productivity data should be used with caution.",rheumatic disorders,Health Care Sciences & Services
2013,Erasmus School of Health Policy & Management,Health Economics (HE),26135000,WOS:000325466600003,10.1016/j.jval.2013.04.011,2013-07-01,Article,English,"Performance-Based Risk-Sharing Arrangements-Good Practices for Design, Implementation, and Evaluation: Report of the ISPOR Good Practices for Performance-Based Risk-Sharing Arrangements Task Force","There is a significant and growing interest among both payers and producers of medical products for agreements that involve a ""pay-for-performance"" or ""risk-sharing"" element These payment schemes- called ""performance-based risk-sharing arrangements"" (PBRSAs)- involve a plan by which the performance of the product is tracked in a defined patient population over a specified period of time and the amount or level of reimbursement is based on the health and cost outcomes achieved. There has always been considerable uncertainty at product launch about the ultimate real-world clinical and economic performance of new products, but this appears to have increased in recent years. PBRSAs represent one mechanism for reducing this uncertainty through greater investment in evidence collection while a technology is used within a health care system. The objective of this Task Force report was to set out the standards that should be applied to ""good practices""-both research and operational- in the use of a PBRSA, encompassing questions around the desirability, design, implementation, and evaluation of such an arrangement This report provides practical recommendations for the development and application of state-of-the-art methods to be used when considering, using, or reviewing PBRSAs. Key findings and recommendations include the following. Additional evidence collection is costly, and there are numerous barriers to establishing viable and cost-effective PBRSAs: negotiation, monitoring, and evaluation costs can be substantial. For good research practice in PBRSAs, it is critical to match the appropriate study and research design to the uncertainties being addressed. Good governance processes are also essential. The information generated as part of PBRSAs has public good aspects, bringing ethical and professional obligations, which need to be considered from a policy perspective. The societal desirability of a particular PBRSA is fundamentally an issue as to whether the cost of additional data collection is justified by the benefits of improved resource allocation decisions afforded by the additional evidence generated and the accompanying reduction in uncertainty. The ex post evaluation of a PBRSA should, however, be a multidimensional exercise that assesses many aspects, including not only the impact on long-term cost-effectiveness and whether appropriate evidence was generated but also process indicators, such as whether and how the evidence was used in coverage or reimbursement decisions, whether budget and time were appropriate, and whether the governance arrangements worked well There is an important gap in the literature of structured ex post evaluation of PBRSAs. As an innovation in and of themselves, PBRSAs should also be evaluated from a long-run societal perspective in terms of their impact on dynamic efficiency (eliciting the optimal amount of innovation).",risk-sharing,Health Care Sciences & Services
2013,Erasmus School of Health Policy & Management,Health Economics (HE),26169610,WOS:000322323200004,10.1007/s12471-013-0422-y,2013-07-01,Review,English,"OPTImal CArdiac REhabilitation (OPTICARE) following Acute Coronary Syndromes: Rationale and design of a randomised, controlled trial to investigate the benefits of expanded educational and behavioural intervention programs","The majority of cardiac rehabilitation (CR) referrals consist of patients who have survived an acute coronary syndrome (ACS). Although major changes have been implemented in ACS treatment since the 1980s, which highly influenced mortality and morbidity, CR programs have barely changed and only few data are available on the optimal CR format in these patients. We postulated that standard CR programs followed by relatively brief maintenance programs and booster sessions, including behavioural techniques and focusing on incorporating lifestyle changes into daily life, can improve long-term adherence to lifestyle modifications. These strategies might result in improved (cardiac) mortality and morbidity in a cost-effective fashion. In the OPTImal CArdiac REhabilitation (OPTICARE) trial we will assess the effects of two advanced and extended CR programs that are designed to stimulate permanent adaption of a heart-healthy lifestyle, compared with current standard CR, in ACS patients. We will study the effects in terms of cardiac risk profile, levels of daily physical activity, quality of life and health care consumption.",Health behaviour,Cardiovascular System & Cardiology
2013,Erasmus School of Health Policy & Management,Socio-Medical Sciences (SMS),26199124,WOS:000321181500033,10.1111/j.1447-0594.2012.00967.x,2013-07-01,Article,English,"Relationships between frailty, neighborhood security, social cohesion and sense of belonging among community-dwelling older people","Conclusion: The results of this study support the importance of feeling safe, social cohesion and a sense of belonging within the neighborhood. These findings could have important implications for efforts to reduce frailty of older people within communities. Geriatr Gerontol Int 2013; 13: 759-763.",social cohesion,Geriatrics & Gerontology
2013,Erasmus School of Health Policy & Management,Health Services Management & Organisation (HSMO),26136567,WOS:000323473000013,10.1080/10400419.2013.813811,2013-07-01,Article,English,An Evaluation of Alternative Ways of Computing the Creativity Quotient in a Design School Sample,"Certain educational programs and jobs require selecting individuals based on their creativity. Tests of creativity are commonly based on divergent thinking tasks. The scoring of the ideational output of such tasks should ideally be done based on fluency (the number of ideas generated), flexibility (the number of categories into which the generated ideas can be partitioned), and originality (the number of unique or unusual ideas). However, most scoring procedures do not take into account all three dimensions. Building on the Creativity Quotient (CQ) measure (Snyder, Mitchell, Bossomaier & Pallier, 2004), which covers fluency and flexibility, an adjusted CQ and two CQs based on diversity type measures are proposed. Findings indicated that an adjusted measure that weights categories based on their discriminative power was most strongly related to other predictors of performance on creative tasks and thus presents an important advance over the original CQ.",,Psychology
2013,Erasmus School of Health Policy & Management,Health Economics (HE),26125046,WOS:000322526100007,10.1007/s10198-013-0508-x,2013-07-01,Article,English,"Time trade-off: one methodology, different methods","There is no scientific consensus on the optimal specification of the time trade-off (TTO) task. As a consequence, studies using TTO to value health states may share the core element of trading length of life for quality of life, but can differ considerably on many other elements. While this pluriformity in specifications advances the understanding of TTO from a methodological point of view, it also results in incomparable health state values. Health state values are applied in health technology assessments, and in that context comparability of information is desired. In this article, we discuss several alternative specifications of TTO presented in the literature. The defining elements of these specifications are identified as being either methodological, procedural or analytical in nature. Where possible, it is indicated how these elements affect health state values (i.e., upward or downward). Finally, a checklist for TTO studies is presented, which incorporates a list of choices to be made by researchers who wish to perform a TTO task. Such a checklist enables other researchers to align methodologies in order to enhance the comparability of health state values.",Health state valuation,Health Care Sciences & Services
2013,Erasmus School of Health Policy & Management,Health Care Governance (HCG),26112264,WOS:000320987900006,10.1177/0263276413485900,2013-07-01,Article,English,Illness Online: Self-reported Data and Questions of Trust in Medical and Social Research,"Self-reported data are regarded by medical researchers as invalid and less reliable than data produced by experts in clinical settings, yet individuals can increasingly contribute personal information to medical research through a variety of online platforms. In this article we examine this participatory turn' in healthcare research, which claims to challenge conventional delineations of what is valid and reliable for medical practice, by using aggregated self-reported experiences from patients and pre-patients' via the internet. We focus on 23andMe, a genetic testing company that collects genetic material and self-reported information about disease from its customers. Integral to this research method are relations of trust embedded in the information exchange: trust in customers' data; trust between researchers/company and research subjects; trust in genetics; trust in the machine. We examine the performative dimension of these trust relations, drawing on Shapin and Schaffer's (1985) discussion of how material, literary and social technologies are used in research in order to establish trust. Our scepticism of the company's motives for building trust with the self-reporting consumer forces us to consider our own motives. How does the use of customer data for research purposes by 23andMe differ from the research practices of social scientists, especially those who also study digital traces? By interrogating the use of self-reported data in the genetic testing context, we examine our ethical responsibilities in studying the digital selves of others using internet methods. How researchers trust data, how participants trust researchers, and how technologies are trusted are all important considerations in studying the social life of digital data.",technology,Cultural Studies
2013,Erasmus School of Health Policy & Management,Socio-Medical Sciences (SMS),26194275,WOS:000321539300013,10.1016/j.ejogrb.2013.01.019,2013-07-01,Article,English,The effect of treatment preference and treatment allocation on patients' health-related quality of life in the randomized EMMY trial,Trial participants improved better on physical HRQOL than women who refused to participate. (c) 2013 Elsevier Ireland Ltd. All rights reserved.,Randomization,Reproductive Biology
2013,Erasmus School of Health Policy & Management,Health Economics (HE),26122336,WOS:000320930500001,10.1186/1472-6963-13-217,2013-06-15,Article,English,"Feasibility, reliability and validity of a questionnaire on healthcare consumption and productivity loss in patients with a psychiatric disorder (TiC-P)","Conclusions: The results indicate that the TiC-P is a feasible and reliable instrument for collecting data on medical consumption and productivity losses in patients with mild to moderate mental health problems. Additionally, the construct validity of questions related to contacts with psychotherapist and long-term absence from work was satisfactory.",Validity,Health Care Sciences & Services
2013,Erasmus School of Health Policy & Management,Health Services Management & Organisation (HSMO),27470147,WOS:000322663300002,10.1186/1472-6963-13-214,2013-06-13,Article,English,A survey study to validate a four phases development model for integrated care in the Netherlands,"Conclusions: Integrated care development is characterised by a changing focus over time, often starting with a large amount of plans which decrease over time when progress on implementation has been made. More awareness of this phase-wise development of integrated care, could facilitate integrated care coordinators and others to evaluate their integrated care practices and guide further development. The four phases model has the potential to serve as a generic quality management tool for multiple integrated care practices.",Development Model for Integrated Care,Health Care Sciences & Services
2013,Erasmus School of Health Policy & Management,Health Economics (HE),26156408,WOS:000321440900010,10.1016/j.jval.2013.01.010,2013-06-01,Article,English,Cost-Effectiveness of Early Assisted Discharge for COPD Exacerbations in The Netherlands,"Objectives: Hospital admissions for exacerbations of chronic obstructive pulmonary disease are the main cost drivers of the disease. An alternative is to treat suitable patients at home instead of in the hospital. This article reports on the cost-effectiveness and cost-utility of early assisted discharge in The Netherlands. Methods: In the multicenter randomized controlled Assessment of GOing Home under Early Assisted Discharge trial (n = 139), one group received 7 days of inpatient hospital treatment (HOSP) and one group was discharged after 3 days and treated at home by community nurses for 4 days. Health care resource use, productivity losses, and informal care were recorded in cost questionnaires. Microcosting was performed for inpatient day costs. Results: Seven days after admission, mean change from baseline Clinical Chronic Obstructive Pulmonary Disease Questionnaire score was better for HOSP, but not statistically significantly: 0.29 (95% confidence interval [CI] -0.04 to 0.61). The difference in the probability of having a clinically relevant improvement was significant in favor of HOSP: 19.0%-point (95% CI 0.5%-36.3%). After 3 months of follow-up, differences in effectiveness had almost disappeared. The difference in quality-adjusted life-years was 0.0054 (95% CI -0.021 to 0.0095). From a health care perspective, early assisted discharge was cost saving: -(sic)244 (treatment phase, 95% CI -(sic)315 to -(sic)168) and -(sic)168 (3 months, 95% CI -(sic)1253 to 922). Societal perspective: -(sic)65 (treatment phase, 95% CI -(sic)152 to 25) and 908 (3 months, 95% CI -(sic)553 to 2296). The savings per quality-adjusted life-year lost were 31,111 from a health care perspective. From a societal perspective, HOSP was dominant. Conclusions: No clear evidence was found to conclude that either treatment was more effective or less costly.",hospital-at-home,Health Care Sciences & Services
2013,Erasmus School of Health Policy & Management,Health Economics (HE),26122098,WOS:000318815700007,10.1111/j.1471-6712.2012.01023.x,2013-06-01,Article,English,Consumer satisfaction among patients and their general practitioners about involving nurse specialists in primary care for patients with urinary incontinence,"Scand J Caring Sci; 2013; 27; 253259 Consumer satisfaction among patients and their general practitioners about involving nurse specialists in primary care for patients with urinary incontinence Background: Urinary incontinence (UI) is a very common problem, but existing guidelines on UI are not followed. To bring care in line with guidelines, we planned an intervention to involve nurse specialists on UI in primary care and assessed this in a randomised controlled trial. Alongside this intervention, we assessed consumer satisfaction among patients and general practitioners (GPs). Methods: Patients' satisfaction with the care provided by either nurse specialists (intervention group) or GPs (control group), respectively, was measured with a self-completed questionnaire. GPs' views on the involvement of nurse specialists were measured in a structured telephone interview. Results: The patient satisfaction score on the care offered by nurse specialists was 8.4 (scale 110), vs. 6.7 for care-as-usual by GPs. Over 85% of patients would recommend nurse specialist care to their best friends and 77% of the GPs considered the role of the nurse specialist to be beneficial, giving it a mean score of 7.2. Conclusions: Although the sample was relatively small and the stability of the results only provisionally established, substituting UI care from GP to nurse specialist appears to be welcomed by both patients and GPs. Small changes like giving additional UI-specific information and devoting more attention to UI (which had been given little attention before) would provide a simple instrument to stimulate patients to change their behaviour in the right direction.",consumer satisfaction,Nursing
2013,Erasmus School of Health Policy & Management,Health Care Governance (HCG),26201550,WOS:000319192100004,10.1136/amiajnl-2013-001633,2013-06-01,Article,English,Patient-centered care requires a patient-oriented workflow model,"Effective design of health information technology (HIT) for patient-centered care requires consideration of workflow from the patient's perspective, termed 'patient-oriented workflow.' This approach organizes the building blocks of work around the patients who are moving through the care system. Patient-oriented workflow complements the more familiar clinician-oriented workflow approaches, and offers several advantages, including the ability to capture simultaneous, cooperative work, which is essential in care delivery. Patient-oriented workflow models can also provide an understanding of healthcare work taking place in various formal and informal health settings in an integrated manner. We present two cases demonstrating the potential value of patient-oriented workflow models. Significant theoretical, methodological, and practical challenges must be met to ensure adoption of patient-oriented workflow models. Patient-oriented workflow models define meaningful system boundaries and can lead to HIT implementations that are more consistent with cooperative work and its emergent features.",,Medical Informatics
